x,y,r,building,road,none
1599,821,50,0.0,0.94,0.06
317,869,50,0.0,0.0,1.0
1588,901,50,0.0,0.8,0.2
1112,1690,50,0.0,0.01,0.99
1781,172,50,0.0,0.0,1.0
1812,1949,50,0.0,0.0,1.0
1538,1672,50,0.12,0.0,0.88
1302,843,50,0.0,0.31,0.69
1604,1369,50,0.0,0.0,1.0
1201,1749,50,0.04,0.33,0.63
713,1708,50,1.0,0.0,0.0
1789,1255,50,0.0,0.98,0.02
920,2049,50,0.0,0.0,1.0
1715,1212,50,0.0,0.29,0.71
1528,1656,50,0.15,0.02,0.84
1515,700,50,0.0,1.0,0.0
575,515,50,0.0,0.0,1.0
104,625,50,0.0,0.0,1.0
1063,446,50,0.0,1.0,0.0
971,1343,50,0.0,0.41,0.59
1535,662,50,0.0,1.0,0.0
1178,1723,50,0.0,0.03,0.97
538,728,50,0.0,0.0,1.0
511,1493,50,0.84,0.03,0.13
1373,1318,50,0.0,0.0,1.0
311,1466,50,0.0,0.0,1.0
419,823,50,0.0,0.0,1.0
612,278,50,0.0,0.0,1.0
1715,1998,50,0.0,0.0,1.0
983,1103,50,0.0,0.83,0.17
70,2044,50,0.0,0.0,1.0
529,168,50,0.0,0.0,1.0
630,188,50,0.0,0.0,1.0
392,578,50,0.0,0.0,1.0
638,1089,50,0.0,0.0,1.0
977,1599,50,0.0,0.6,0.4
1413,1491,50,0.35,0.0,0.65
92,1262,50,0.0,0.0,1.0
1824,129,50,0.0,0.0,1.0
1821,327,50,0.0,0.0,1.0
659,1990,50,0.0,0.0,1.0
1779,744,50,0.0,0.0,1.0
654,852,50,0.0,0.0,1.0
281,940,50,0.0,0.0,1.0
1821,1975,50,0.0,0.01,0.99
58,152,50,0.0,0.0,1.0
883,1760,50,0.0,0.73,0.27
1210,1746,50,0.1,0.38,0.52
1435,1524,50,0.36,0.01,0.63
537,1473,50,0.99,0.01,0.0
532,649,50,0.0,0.0,1.0
84,1151,50,0.0,0.0,1.0
1761,151,50,0.0,0.02,0.98
1038,130,50,0.0,0.59,0.41
1850,733,50,0.0,0.0,1.0
565,1168,50,0.0,0.36,0.64
941,1380,50,0.0,0.54,0.46
893,1436,50,0.0,0.95,0.05
917,1041,50,0.0,0.0,1.0
164,753,50,0.0,0.0,1.0
1311,1828,50,0.67,0.08,0.25
1047,1830,50,0.0,0.91,0.09
755,2013,50,0.0,0.0,1.0
611,1505,50,0.97,0.03,0.0
1171,541,50,0.0,0.41,0.59
1030,592,50,0.0,0.48,0.52
1353,1808,50,0.99,0.01,0.0
878,1331,50,0.0,1.0,0.0
631,1016,50,0.0,0.0,1.0
639,104,50,0.0,0.0,1.0
349,503,50,0.0,0.0,1.0
826,394,50,0.0,0.1,0.9
82,1782,50,0.0,0.0,1.0
606,941,50,0.0,0.0,1.0
1282,332,50,0.0,0.0,1.0
50,1545,50,0.0,0.0,1.0
281,722,50,0.0,0.0,1.0
1319,981,50,0.0,0.59,0.41
1730,226,50,0.0,0.0,1.0
981,1414,50,0.0,0.02,0.98
228,1488,50,0.0,0.01,0.99
355,1380,50,0.0,0.0,1.0
814,1470,50,0.0,1.0,0.0
380,408,50,0.0,0.0,1.0
1415,1132,50,0.0,0.0,1.0
1865,238,50,0.0,0.0,1.0
582,454,50,0.0,0.0,1.0
954,1189,50,0.0,1.0,0.0
1393,947,50,0.0,0.73,0.27
1047,222,50,0.0,0.95,0.05
933,739,50,0.0,0.0,1.0
827,1895,50,0.0,0.0,1.0
278,55,50,0.0,0.0,1.0
663,1376,50,0.0,1.0,0.0
1475,946,50,0.0,0.47,0.53
474,55,50,0.0,0.0,1.0
1175,1643,50,0.29,0.06,0.65
1872,1446,50,0.0,0.38,0.62
251,1809,50,0.0,0.0,1.0
1053,196,50,0.0,0.78,0.22
323,1048,50,0.0,0.0,1.0
1011,1554,50,0.0,0.05,0.95
1432,197,50,0.0,0.37,0.63
1071,1314,50,0.0,0.0,1.0
1660,1096,50,0.0,0.23,0.77
990,74,50,0.0,0.89,0.11
745,1005,50,0.0,0.0,1.0
1201,1329,50,0.0,0.0,1.0
1042,236,50,0.0,1.0,0.0
1559,322,50,0.0,0.0,1.0
1757,379,50,0.0,0.0,1.0
852,1708,50,0.0,1.0,0.0
1619,303,50,0.0,0.0,1.0
1808,1729,50,0.0,0.71,0.29
1538,307,50,0.0,0.03,0.97
931,713,50,0.0,0.01,0.99
1625,987,50,0.0,0.45,0.55
809,785,50,0.0,0.0,1.0
955,1859,50,0.0,0.01,0.99
433,150,50,0.0,0.01,0.99
351,1604,50,0.0,0.0,1.0
1184,1149,50,0.0,0.59,0.41
322,270,50,0.0,0.0,1.0
1085,446,50,0.0,1.0,0.0
1795,875,50,0.0,0.0,1.0
805,1128,50,0.0,0.58,0.42
1228,1621,50,0.96,0.03,0.02
1056,935,50,0.0,0.0,1.0
360,1628,50,0.0,0.01,0.99
222,218,50,0.0,0.0,1.0
1790,983,50,0.0,0.0,1.0
235,574,50,0.0,0.0,1.0
1522,744,50,0.0,1.0,0.0
646,1114,50,0.0,0.1,0.9
429,880,50,0.0,0.0,1.0
988,827,50,0.0,0.0,1.0
211,1844,50,0.0,0.01,0.99
958,328,50,0.0,1.0,0.0
1404,2010,50,0.0,0.53,0.47
1371,158,50,0.0,0.87,0.13
142,781,50,0.0,0.01,0.99
1507,804,50,0.0,1.0,0.0
649,1453,50,0.33,0.67,0.0
1727,1300,50,0.0,0.29,0.71
555,1927,50,0.0,0.0,1.0
193,236,50,0.0,0.01,0.99
1379,1448,50,0.17,0.03,0.8
1343,1847,50,0.89,0.05,0.06
1805,249,50,0.0,0.01,0.99
565,1521,50,0.98,0.02,0.0
1389,1331,50,0.0,0.01,0.99
565,1243,50,0.0,1.0,0.0
1097,1102,50,0.0,0.21,0.79
435,822,50,0.0,0.01,0.99
1402,1153,50,0.0,0.01,0.99
60,459,50,0.0,0.0,1.0
123,1764,50,0.0,0.01,0.99
639,1089,50,0.0,0.02,0.98
1745,413,50,0.0,0.01,0.99
430,1033,50,0.0,0.0,1.0
635,647,50,0.0,0.0,1.0
499,1380,50,1.0,0.0,0.0
1359,66,50,0.0,0.62,0.38
1072,153,50,0.0,0.34,0.66
781,432,50,0.0,0.0,1.0
698,1231,50,0.0,1.0,0.0
1624,677,50,0.0,0.23,0.77
1652,210,50,0.0,0.01,0.99
1649,744,50,0.0,0.16,0.84
1405,52,50,0.0,0.07,0.93
1684,1811,50,0.0,0.08,0.92
1414,1894,50,0.99,0.0,0.01
1894,1100,50,0.0,0.24,0.76
1759,1233,50,0.0,0.77,0.23
1813,716,50,0.0,0.02,0.98
1537,281,50,0.0,0.04,0.96
207,1307,50,0.0,0.0,1.0
369,694,50,0.0,0.0,1.0
1215,184,50,0.0,0.0,1.0
1018,83,50,0.0,0.63,0.37
1714,1551,50,0.0,0.0,1.0
153,520,50,0.0,0.0,1.0
1460,1926,50,0.48,0.02,0.5
599,140,50,0.0,0.01,0.99
292,2041,50,0.0,0.0,1.0
719,170,50,0.0,0.11,0.89
679,1835,50,0.58,0.01,0.42
346,1857,50,0.0,0.0,1.0
838,634,50,0.0,0.0,1.0
1898,986,50,0.0,0.0,1.0
1470,624,50,0.0,0.68,0.32
80,139,50,0.0,0.0,1.0
295,645,50,0.0,0.01,0.99
913,668,50,0.0,0.01,0.99
1497,1841,50,1.0,0.0,0.0
78,1128,50,0.0,0.01,0.99
1044,1356,50,0.0,0.01,0.99
399,1648,50,0.0,0.01,0.99
1442,1749,50,1.0,0.0,0.0
366,1877,50,0.0,0.0,1.0
1385,337,50,0.0,0.8,0.2
359,1060,50,0.0,0.02,0.98
72,261,50,0.0,0.0,1.0
1062,834,50,0.0,0.0,1.0
581,1339,50,0.3,0.69,0.0
1889,1676,50,0.0,0.01,0.99
941,1352,50,0.0,0.75,0.25
1480,1286,50,0.0,0.0,1.0
1340,863,50,0.0,0.79,0.21
1839,571,50,0.0,0.02,0.98
223,1280,50,0.0,0.0,1.0
1264,329,50,0.0,0.02,0.98
231,131,50,0.0,0.0,1.0
980,1407,50,0.0,0.04,0.96
173,63,50,0.0,0.01,0.99
1241,204,50,0.0,0.01,0.99
986,2016,50,0.0,0.01,0.99
712,2042,50,0.0,0.01,0.99
960,1134,50,0.0,0.97,0.03
1368,2043,50,0.0,0.57,0.43
1400,346,50,0.0,0.89,0.11
821,250,50,0.0,0.8,0.2
1388,1212,50,0.0,0.0,1.0
1320,1978,50,0.0,0.01,0.99
1843,1239,50,0.0,0.59,0.41
1456,451,50,0.0,0.89,0.11
688,1298,50,0.0,1.0,0.0
1526,970,50,0.0,0.02,0.98
842,1172,50,0.0,1.0,0.0
1558,1603,50,0.0,0.0,1.0
829,1846,50,0.14,0.01,0.85
1498,1161,50,0.0,0.0,1.0
1684,2013,50,0.0,0.01,0.99
693,867,50,0.0,0.0,1.0
271,1855,50,0.0,0.03,0.97
613,1650,50,0.98,0.0,0.02
1700,1909,50,0.0,0.69,0.31
106,819,50,0.0,0.01,0.99
625,1448,50,0.54,0.45,0.0
910,1683,50,0.0,1.0,0.0
