x,y,r,building,road,none
397,463,50,0.31426466,0.40861103,0.27712423
200,583,50,0.3390421,0.38144746,0.2795104
154,332,50,0.33699763,0.38445753,0.27854484
174,514,50,0.348907,0.3658187,0.2852743
167,352,50,0.37621585,0.35031807,0.2734661
306,260,50,0.37270588,0.36103162,0.2662625
66,293,50,0.30341536,0.40169746,0.2948872
343,242,50,0.33287346,0.3551058,0.31202078
222,192,50,0.29318172,0.42288652,0.28393176
263,662,50,0.3246599,0.40069622,0.27464387
336,568,50,0.34471315,0.35133737,0.30394948
441,238,50,0.29789987,0.4111235,0.29097658
191,612,50,0.3618944,0.36416262,0.27394298
61,517,50,0.33037022,0.3841856,0.28544417
160,91,50,0.3135633,0.41474113,0.27169555
356,227,50,0.31537792,0.36806482,0.3165573
262,341,50,0.36268896,0.38006866,0.25724235
73,411,50,0.28286693,0.4114658,0.30566728
108,366,50,0.32213387,0.35897517,0.31889093
121,271,50,0.31265214,0.3807872,0.3065607
354,309,50,0.37559325,0.357257,0.2671497
342,390,50,0.3018919,0.4062693,0.2918388
119,368,50,0.3483906,0.3586802,0.29292917
265,367,50,0.32864568,0.37934983,0.2920045
126,506,50,0.31018713,0.3691951,0.32061777
345,548,50,0.30409667,0.37314624,0.32275712
243,96,50,0.34190434,0.36845243,0.28964326
298,102,50,0.33268458,0.36807406,0.2992414
435,636,50,0.29932475,0.3898284,0.31084684
298,181,50,0.33749226,0.36133748,0.3011703
387,422,50,0.32347685,0.37027255,0.30625066
295,74,50,0.32092303,0.38579595,0.29328114
361,408,50,0.3244033,0.38034087,0.29525584
171,372,50,0.39893562,0.32846195,0.2726025
448,312,50,0.33855432,0.35697344,0.30447227
384,136,50,0.33550203,0.3674333,0.29706463
51,331,50,0.32552254,0.39335763,0.28111988
256,119,50,0.35327834,0.35900575,0.28771594
224,215,50,0.35394055,0.36601478,0.28004465
353,566,50,0.33264402,0.35307926,0.31427678
175,663,50,0.3811916,0.32695678,0.2918516
439,653,50,0.3524746,0.3593896,0.28813583
350,436,50,0.3101035,0.39110884,0.29878765
380,382,50,0.30175292,0.3964745,0.3017725
162,229,50,0.3320356,0.37367123,0.2942932
168,291,50,0.34519807,0.37158847,0.28321347
253,72,50,0.3243956,0.37091407,0.3046904
180,380,50,0.3809551,0.32310453,0.29594034
278,655,50,0.3358649,0.34951526,0.3146198
54,565,50,0.31845158,0.39135647,0.2901919
210,266,50,0.33566007,0.37470534,0.28963462
374,565,50,0.33126822,0.35453156,0.31420025
287,508,50,0.3514922,0.37537187,0.27313593
183,471,50,0.32992694,0.3913151,0.278758
79,553,50,0.34493974,0.3462849,0.3087754
265,473,50,0.33396682,0.3870084,0.27902484
314,137,50,0.3203079,0.38872278,0.29096937
70,300,50,0.3104585,0.3863538,0.3031877
106,604,50,0.36404487,0.34295207,0.29300308
333,438,50,0.32877094,0.36374894,0.30748007
58,321,50,0.33816007,0.3654048,0.2964351
172,362,50,0.34260407,0.37034938,0.28704658
392,523,50,0.32181743,0.36545625,0.31272635
321,656,50,0.34496492,0.36165974,0.29337534
217,418,50,0.31917647,0.38496304,0.29586047
352,98,50,0.30467084,0.37220517,0.32312405
87,279,50,0.30638137,0.39769387,0.29592466
168,186,50,0.3365017,0.3664509,0.2970474
388,405,50,0.3168919,0.36873296,0.31437507
412,645,50,0.33316782,0.36303073,0.30380142
344,357,50,0.30752364,0.39419574,0.29828063
262,76,50,0.29528368,0.38918674,0.31552956
207,579,50,0.34916088,0.35942858,0.2914105
107,598,50,0.33085415,0.37716478,0.29198104
298,503,50,0.33701703,0.41073108,0.25225186
234,142,50,0.3328085,0.37736523,0.28982624
177,75,50,0.3332316,0.35318217,0.31358618
55,179,50,0.30416214,0.41740906,0.27842882
215,347,50,0.31449383,0.39996162,0.2855446
55,594,50,0.342517,0.3753993,0.28208372
306,656,50,0.35355163,0.336266,0.3101823
254,414,50,0.30233276,0.4107161,0.2869512
202,651,50,0.371182,0.34093207,0.2878859
446,418,50,0.32073426,0.38034722,0.29891855
228,568,50,0.33404604,0.3715128,0.29444116
141,104,50,0.34736925,0.34733966,0.30529112
114,583,50,0.32907784,0.3573871,0.31353503
172,244,50,0.32955885,0.3565107,0.31393048
272,58,50,0.29587847,0.35185817,0.35226333
311,452,50,0.31238273,0.38582912,0.30178812
222,148,50,0.33811182,0.39081734,0.27107087
289,662,50,0.36438102,0.33202624,0.30359268
281,491,50,0.33204767,0.3859255,0.28202686
228,226,50,0.3049881,0.40778396,0.2872279
445,617,50,0.34772998,0.35295126,0.2993188
398,141,50,0.31857735,0.38355073,0.29787195
312,105,50,0.28464013,0.42155367,0.29380617
161,419,50,0.38250774,0.3292247,0.28826758
388,171,50,0.31746906,0.39747453,0.28505632
76,127,50,0.36403188,0.3259626,0.31000552
152,93,50,0.30211648,0.39675745,0.30112603
439,587,50,0.34876847,0.36108118,0.29015034
159,242,50,0.29929823,0.3850981,0.3156037
300,115,50,0.27797702,0.4196624,0.3023606
372,174,50,0.31907198,0.38159883,0.29932913
181,210,50,0.3306436,0.3523701,0.31698632
162,620,50,0.3460716,0.36628073,0.2876477
273,518,50,0.3128891,0.3920912,0.29501966
138,539,50,0.3421886,0.3358153,0.32199615
329,312,50,0.28581455,0.39391384,0.32027158
359,509,50,0.30997753,0.37751457,0.31250787
102,383,50,0.3421194,0.3653371,0.29254353
217,420,50,0.31660798,0.37434918,0.3090428
409,223,50,0.32311228,0.38227165,0.2946161
388,223,50,0.32105902,0.38379276,0.29514828
241,508,50,0.29989204,0.39629626,0.30381176
291,631,50,0.318845,0.3766941,0.3044609
358,228,50,0.29369444,0.40361157,0.3026939
152,416,50,0.35437906,0.3250379,0.32058308
77,321,50,0.3103216,0.35708475,0.33259362
109,166,50,0.33195361,0.36850542,0.29954094
158,236,50,0.30499372,0.37672055,0.31828576
283,504,50,0.2977071,0.39829844,0.3039945
311,420,50,0.27956706,0.42966598,0.2907669
81,207,50,0.32227105,0.38491854,0.2928104
311,74,50,0.31519935,0.3582771,0.32652357
377,514,50,0.3041252,0.39015198,0.30572274
272,488,50,0.29076615,0.40611476,0.30311912
129,418,50,0.34501812,0.3433769,0.31160495
378,78,50,0.31365588,0.38833013,0.298014
454,230,50,0.36195695,0.33552748,0.30251554
254,232,50,0.29727927,0.40545538,0.2972654
251,238,50,0.29489273,0.41034093,0.29476637
283,175,50,0.27841648,0.4213683,0.30021518
258,88,50,0.27703243,0.40401778,0.3189498
140,565,50,0.30145642,0.39026254,0.30828106
404,148,50,0.3131537,0.38012108,0.30672517
171,335,50,0.30401632,0.3966485,0.29933515
446,248,50,0.35466287,0.3342162,0.311121
159,437,50,0.3559084,0.32526645,0.31882516
122,425,50,0.35711473,0.34324032,0.29964492
434,196,50,0.3214448,0.3689846,0.30957055
394,390,50,0.3044983,0.39830807,0.2971936
173,162,50,0.30663928,0.3795718,0.31378895
380,454,50,0.29401153,0.40262672,0.30336174
194,477,50,0.3067799,0.37339783,0.31982228
158,584,50,0.30506554,0.385057,0.30987749
372,402,50,0.28786623,0.41891614,0.29321766
315,511,50,0.28108785,0.42687118,0.29204094
226,644,50,0.3202567,0.3720717,0.3076716
136,492,50,0.32326594,0.3586894,0.31804463
208,269,50,0.28421548,0.4239431,0.29184145
133,422,50,0.33191377,0.37857476,0.28951147
414,204,50,0.31268528,0.3885385,0.29877615
410,399,50,0.29179296,0.3974261,0.31078088
133,328,50,0.27815664,0.41640878,0.30543455
421,272,50,0.349647,0.37069386,0.27965915
256,81,50,0.29863426,0.396134,0.30523175
310,233,50,0.29223981,0.4063762,0.301384
328,111,50,0.2846156,0.42324707,0.29213727
173,547,50,0.31299332,0.3692411,0.31776562
298,273,50,0.27937594,0.4270574,0.2935667
375,453,50,0.2821625,0.41159108,0.3062465
50,617,50,0.33614165,0.3632776,0.30058077
220,656,50,0.38630754,0.33693567,0.2767567
56,468,50,0.33862662,0.35376123,0.30761215
287,541,50,0.27782562,0.42393196,0.29824236
362,67,50,0.32349566,0.3552753,0.32122904
448,161,50,0.31706902,0.3990705,0.28386047
135,398,50,0.334137,0.37304348,0.29281947
95,302,50,0.33035472,0.37922576,0.29041955
375,237,50,0.2797134,0.43389466,0.28639194
409,348,50,0.31664476,0.3714669,0.31188834
220,260,50,0.29175425,0.42769885,0.2805469
443,114,50,0.30883354,0.4146329,0.27653354
56,485,50,0.3520165,0.3491301,0.2988535
397,392,50,0.28957438,0.4046562,0.30576938
414,124,50,0.28657293,0.4059141,0.30751294
145,433,50,0.32661048,0.371186,0.30220357
171,85,50,0.32279974,0.36485013,0.3123501
307,578,50,0.2680154,0.4147046,0.31728002
60,210,50,0.34369183,0.38107085,0.2752373
168,530,50,0.30465263,0.38503963,0.31030777
126,618,50,0.3359023,0.3694622,0.2946355
424,310,50,0.33070388,0.37597778,0.29331833
206,532,50,0.2867178,0.41139948,0.30188274
332,289,50,0.28993946,0.40713114,0.30292946
132,359,50,0.28309047,0.4234664,0.29344308
402,264,50,0.30641085,0.41761556,0.27597356
384,663,50,0.34124944,0.36890495,0.28984562
114,552,50,0.28893483,0.42291355,0.28815156
153,69,50,0.33618683,0.34000298,0.32381013
164,93,50,0.30370817,0.39742303,0.29886883
166,395,50,0.30706182,0.40577337,0.2871649
194,156,50,0.31015497,0.38212073,0.3077243
204,77,50,0.30298495,0.38033113,0.31668392
285,559,50,0.28625542,0.4233282,0.29041642
81,407,50,0.31190515,0.39838073,0.28971416
187,588,50,0.2965982,0.41607732,0.2873245
116,461,50,0.32748607,0.37770146,0.2948125
349,308,50,0.29191646,0.41247225,0.29561132
191,557,50,0.27907926,0.4167872,0.30413353
208,153,50,0.28644016,0.40787128,0.30568856
372,326,50,0.31036982,0.3820782,0.30755204
354,138,50,0.28981203,0.4139572,0.29623073
355,346,50,0.2948968,0.3978301,0.3072731
283,590,50,0.28978956,0.4256877,0.28452265
398,214,50,0.27365196,0.41869968,0.30764836
372,438,50,0.2765693,0.42903116,0.29439947
171,145,50,0.30512866,0.39878505,0.29608628
294,563,50,0.2712197,0.43346804,0.29531223
191,606,50,0.28592578,0.41658053,0.29749373
415,454,50,0.27991903,0.4076004,0.31248048
211,665,50,0.3654607,0.3361163,0.29842302
365,528,50,0.27735847,0.41021028,0.3124313
284,240,50,0.26552555,0.41792995,0.31654453
155,153,50,0.30083975,0.39457166,0.30458862
394,197,50,0.2811976,0.4133196,0.30548283
449,378,50,0.30385518,0.38998678,0.30615798
271,439,50,0.2615022,0.42859438,0.30990335
321,290,50,0.28735855,0.40412727,0.30851415
174,313,50,0.2887722,0.4133873,0.29784054
167,71,50,0.3312895,0.3503414,0.3183691
198,112,50,0.2846549,0.4203865,0.2949586
303,475,50,0.27223095,0.4308707,0.2968983
139,223,50,0.28898507,0.40189868,0.30911624
389,496,50,0.3072109,0.41118,0.28160912
363,237,50,0.27667534,0.43619466,0.28712997
434,124,50,0.28999838,0.41452557,0.29547602
279,147,50,0.27714318,0.431127,0.2917298
188,489,50,0.30504552,0.39581382,0.29914072
215,580,50,0.28248775,0.4338323,0.28368002
142,530,50,0.2840786,0.41375268,0.3021687
290,75,50,0.2823142,0.40509686,0.31258902
77,659,50,0.3370926,0.3782286,0.2846788
312,407,50,0.27305192,0.438034,0.28891408
152,54,50,0.2928878,0.37149358,0.33561864
152,589,50,0.30269802,0.40488952,0.2924124
60,559,50,0.3160622,0.37180033,0.31213748
380,231,50,0.27571565,0.41909948,0.30518484
436,106,50,0.28696173,0.41381913,0.2992191
164,306,50,0.29926202,0.41541496,0.28532302
346,226,50,0.27162862,0.43000773,0.2983637
104,290,50,0.29901028,0.39454988,0.30643982
254,495,50,0.2795627,0.41667485,0.3037624
161,184,50,0.29626298,0.40330362,0.30043343
373,261,50,0.2764001,0.43212542,0.2914745
344,400,50,0.28127742,0.42462975,0.2940929
188,207,50,0.28167933,0.41109487,0.30722573
433,490,50,0.3021922,0.40444896,0.29335886
281,657,50,0.34410715,0.37512603,0.28076687
156,65,50,0.310503,0.35687894,0.332618
190,602,50,0.285675,0.42515573,0.28916922
431,577,50,0.3250269,0.37966484,0.2953083
127,80,50,0.30009982,0.38239393,0.31750622
97,474,50,0.30187654,0.39727455,0.3008489
234,379,50,0.27689704,0.41718245,0.30592042
220,414,50,0.28452384,0.42272827,0.29274788
419,305,50,0.28588784,0.40569934,0.3084128
93,438,50,0.2996203,0.3938585,0.3065212
401,610,50,0.29438317,0.4085753,0.29704154
358,547,50,0.27266285,0.42574,0.30159718
90,242,50,0.30136463,0.3909207,0.30771467
383,652,50,0.35802045,0.3479034,0.2940762
295,63,50,0.27739862,0.41253433,0.3100671
451,97,50,0.28725258,0.4084609,0.3042865
197,553,50,0.2748865,0.42787504,0.2972384
165,388,50,0.2754707,0.41202727,0.3125021
278,538,50,0.26662806,0.43875125,0.29462078
368,472,50,0.2778688,0.41627523,0.30585596
169,315,50,0.28812474,0.41236618,0.29950902
149,497,50,0.28030282,0.41649237,0.30320486
271,103,50,0.27434126,0.4215439,0.30411485
213,592,50,0.2920793,0.4201091,0.28781164
251,527,50,0.2695315,0.4300786,0.30038998
92,477,50,0.29520142,0.39670688,0.30809167
168,393,50,0.28515828,0.410134,0.3047078
253,141,50,0.26699662,0.43666542,0.29633793
89,135,50,0.32033944,0.39157242,0.28808817
302,118,50,0.27142712,0.42583618,0.3027367
316,471,50,0.26284745,0.43740535,0.29974717
149,142,50,0.29609668,0.40693957,0.29696378
182,216,50,0.28164846,0.41215196,0.3061996
169,129,50,0.27942726,0.43031117,0.29026166
235,486,50,0.26909736,0.4166634,0.31423917
70,221,50,0.29893795,0.399448,0.3016141
198,139,50,0.28252822,0.41545042,0.30202132
271,662,50,0.32824206,0.38076016,0.29099777
377,419,50,0.2693438,0.4276401,0.30301613
121,595,50,0.3179658,0.3969726,0.28506163
149,390,50,0.29042125,0.40840328,0.30117553
111,166,50,0.30663547,0.40937606,0.28398848
331,494,50,0.2798637,0.42327592,0.2968604
322,473,50,0.27426606,0.4261393,0.29959464
377,296,50,0.27680394,0.4295603,0.29363576
381,399,50,0.27674136,0.41723716,0.30602148
157,269,50,0.27925396,0.42007193,0.3006741
391,570,50,0.2819257,0.4277839,0.29029042
106,510,50,0.28354597,0.42434934,0.29210472
349,632,50,0.30890635,0.3916313,0.2994623
