x,y,r,building,road,none
660,368,50,0.31695554,0.32927853,0.353766
1545,2012,50,0.30697343,0.33743432,0.35559228
1838,209,50,0.31695554,0.32927853,0.353766
1444,1229,50,0.31695554,0.32927853,0.353766
375,382,50,0.31695554,0.32927853,0.353766
1386,1700,50,0.30028376,0.33069345,0.36902282
660,1268,50,0.30319527,0.32200077,0.37480396
256,500,50,0.31695554,0.32927853,0.353766
1019,242,50,0.30319527,0.32200077,0.37480396
863,708,50,0.31695554,0.32927853,0.353766
634,2045,50,0.31695554,0.32927853,0.353766
1445,1140,50,0.3321241,0.33348194,0.3343939
1138,1449,50,0.31695554,0.32927853,0.353766
1707,545,50,0.31695554,0.32927853,0.353766
1751,895,50,0.31695554,0.32927853,0.353766
1826,1541,50,0.29919752,0.347582,0.35322043
1305,1816,50,0.2933463,0.3501037,0.35654995
1736,1743,50,0.30295864,0.3275364,0.36950496
448,471,50,0.32690942,0.31024772,0.36284292
1065,738,50,0.30899712,0.30824995,0.38275293
1250,328,50,0.31695554,0.32927853,0.353766
896,197,50,0.30120176,0.32047272,0.3783255
1215,1794,50,0.3201702,0.32923746,0.3505924
1517,920,50,0.30661634,0.33560768,0.35777602
1140,1578,50,0.30689117,0.33092463,0.36218423
94,1566,50,0.31695554,0.32927853,0.353766
290,892,50,0.31695554,0.32927853,0.353766
641,68,50,0.31695554,0.32927853,0.353766
1604,1635,50,0.31695554,0.32927853,0.353766
756,566,50,0.3167458,0.32853666,0.35471764
830,344,50,0.31435236,0.29518408,0.3904635
1507,216,50,0.31695554,0.32927853,0.353766
193,1950,50,0.31695554,0.32927853,0.353766
1544,417,50,0.30266225,0.32269028,0.37464747
1780,1236,50,0.26839876,0.34460157,0.38699967
593,1318,50,0.31729394,0.34138846,0.34131762
1023,679,50,0.32187104,0.30098116,0.3771478
1243,2035,50,0.30100977,0.34050506,0.35848513
783,1460,50,0.30319527,0.32200077,0.37480396
1779,1075,50,0.30732334,0.34229425,0.35038242
986,1906,50,0.29701987,0.3386557,0.3643244
830,1358,50,0.300094,0.3202688,0.37963715
1613,781,50,0.31654254,0.32546481,0.3579927
1495,603,50,0.30453783,0.33337322,0.36208895
1710,1738,50,0.35514945,0.29543525,0.34941533
94,585,50,0.31695554,0.32927853,0.353766
1328,204,50,0.28005767,0.33519256,0.38474983
1577,694,50,0.30687892,0.34618548,0.34693557
680,1543,50,0.31569067,0.32471257,0.35959673
178,131,50,0.31695554,0.32927853,0.353766
1172,206,50,0.30806118,0.32069486,0.3712439
905,1213,50,0.30964404,0.3203399,0.3700161
1072,1195,50,0.2944405,0.32066578,0.38489375
742,696,50,0.30751672,0.3108051,0.38167807
900,1952,50,0.32947952,0.30394265,0.36657783
1341,810,50,0.30956876,0.3226794,0.3677518
475,394,50,0.3273225,0.30353403,0.36914343
697,626,50,0.34041145,0.3315385,0.32804996
1714,746,50,0.31826428,0.3106157,0.37112
1533,615,50,0.305116,0.3150196,0.37986445
1328,82,50,0.303422,0.34145623,0.35512182
1591,825,50,0.29656434,0.35508087,0.3483548
764,446,50,0.31695554,0.32927853,0.353766
616,2067,50,0.3177578,0.31007546,0.37216678
1000,1678,50,0.3002732,0.33484262,0.3648842
1639,1702,50,0.3115717,0.3056811,0.38274714
617,344,50,0.33703375,0.2996138,0.36335248
604,1695,50,0.30083698,0.3409319,0.35823113
276,330,50,0.3077109,0.3180538,0.37423527
659,1613,50,0.30639115,0.32749122,0.3661176
1547,974,50,0.32735515,0.32410192,0.34854287
1692,280,50,0.31695554,0.32927853,0.353766
1570,799,50,0.337393,0.30305958,0.3595474
181,1367,50,0.31695554,0.32927853,0.353766
1480,628,50,0.3009351,0.31127417,0.3877907
652,424,50,0.30561873,0.30811018,0.38627112
1811,180,50,0.33489513,0.29907176,0.36603308
1211,700,50,0.31577557,0.30604216,0.37818226
1566,578,50,0.3399483,0.33745936,0.32259238
1706,267,50,0.32930714,0.29675555,0.37393734
1525,1279,50,0.31758097,0.3277725,0.35464653
478,1986,50,0.31695554,0.32927853,0.353766
973,457,50,0.2990558,0.31077045,0.39017373
1615,453,50,0.3279944,0.31152463,0.3604809
1336,836,50,0.30736214,0.32622823,0.3664096
1176,1855,50,0.32295915,0.30633718,0.37070367
1620,101,50,0.31695554,0.32927853,0.353766
1270,1057,50,0.29505178,0.36529714,0.33965114
1372,295,50,0.3020495,0.33425197,0.3636985
1727,1437,50,0.3047753,0.31975332,0.3754714
1739,498,50,0.3399481,0.27813712,0.38191482
605,1689,50,0.31908485,0.32424727,0.3566679
510,1388,50,0.3088637,0.3316477,0.35948867
230,809,50,0.33523223,0.33358267,0.3311851
1240,1406,50,0.3147416,0.31082714,0.37443125
1496,1195,50,0.3288672,0.31184405,0.3592888
238,1499,50,0.31695554,0.32927853,0.353766
1091,1669,50,0.3382982,0.2853229,0.37637898
216,1033,50,0.31695554,0.32927853,0.353766
1293,1139,50,0.3193171,0.32252815,0.35815474
1537,1634,50,0.33540413,0.30226672,0.36232913
1520,1052,50,0.34059423,0.3071158,0.35228994
1471,1464,50,0.31695554,0.32927853,0.353766
1222,1430,50,0.32936698,0.29913595,0.3714971
809,73,50,0.30384022,0.29926226,0.3968975
1254,51,50,0.3146202,0.32570496,0.35967484
1090,820,50,0.3244077,0.3269775,0.34861478
1424,749,50,0.30510792,0.31480184,0.3800903
574,348,50,0.3323519,0.28819266,0.37945545
1820,195,50,0.33264166,0.2984896,0.36886883
766,1547,50,0.2989112,0.3098457,0.39124307
1448,993,50,0.33396062,0.328024,0.33801544
447,1109,50,0.31695554,0.32927853,0.353766
508,67,50,0.31053248,0.3268514,0.36261618
452,725,50,0.31695554,0.32927853,0.353766
366,705,50,0.3282466,0.30320272,0.3685507
567,358,50,0.3038944,0.31835175,0.3777538
1345,1312,50,0.31695554,0.32927853,0.353766
1498,1002,50,0.3391642,0.29182228,0.3690135
865,1922,50,0.32247236,0.29463187,0.3828957
558,477,50,0.32933596,0.2931068,0.3775572
102,1504,50,0.33154172,0.32399958,0.34445873
